context	tgt_term_gold	tgt_term_homonym
Ist dem Soldaten infolge einer Wehrdienstbeschädigung nach Entlassung aus der Bundeswehr auf Grund des Soldatenversorgungsgesetzes Berufsumschulung oder Berufsfortbildung gewährt worden, so wird auch die hierfür erforderliche Zeit auf die Berufs- und Betriebszugehörigkeit oder als Dienst- und Beschäftigungszeit angerechnet.	Berufsfortbildung	Aktualisierung
Ist der Anteil des stillen Gesellschafters am Gewinn und Verlust nicht bestimmt, so gilt ein den Umständen nach angemessener Anteil als bedungen.	stiller Gesellschafter	Mitglied,Vereinsmitglied
Ist der Gerichtstypus bestimmt, muss geprüft werden, an welchem Ort des Bundesgebietes diese Art von Gericht verhandeln soll.	Gericht	Richter
Ist die Drohung von einem Dritten ausgegangen, so hat, wo es der Billigkeit entspricht, der Bedrohte, der den Vertrag nicht halten will, dem andern, wenn dieser die Drohung weder gekannt noch hätte kennen sollen, Entschädigung zu leisten.	Drohung	Androhung
Ist die Erwerbsfähigkeit eingeschränkt oder wird ein Bediensteter als dienstunfähig erklärt, steht ihm unter bestimmten Voraussetzungen auch bereits in jüngeren Jahren eine Rente zu.	Erwerbsfähigkeit	Arbeitsfähigkeit
Ist die anhängig gewordene Rechtssache der inländischen Gerichtsbarkeit oder doch den ordentlichen Gerichten entzogen, so hat das angerufene Gericht in jeder Lage des Verfahrens seine Unzuständigkeit und die Nichtigkeit des vorangegangenen Verfahrens sofort durch Beschluß auszusprechen .	Verfahren	Hauptverhandlung
Ist die gesamte Dauer der verhängten Strafe abgelaufen , bleibt die Strafe erloschen und die vom Richter in dem auf Verurteilung lautenden Urteil oder durch eine spätere Verfügung angeordneten persönlichen Sicherungsmaßnahmen werden widerrufen.	persönliche Sicherungsmaßnahme	Sicherheitsmaßnahme
Ist ein Beschuldigter der Gerichtssprache nicht hinreichend kundig, so ist ihm, nötigenfalls durch die Beistellung eines Dolmetschers, Übersetzungshilfe zu leisten .	Dolmetscher	Interpret
Ist ein Drittschuldner nicht vorhanden, so ist die Pfändung mit dem Zeitpunkt als bewirkt anzusehen, in welchem dem Schuldner das Gebot, sich jeder Verfügung über das Recht zu enthalten, zugestellt ist.	Gebot	Abordnung
Ist eine Schuldverschreibung auf den Inhaber für kraftlos erklärt, so kann derjenige, welcher das Ausschlußurteil erwirkt hat, von dem Aussteller  die Erteilung einer neuen Schuldverschreibung auf den Inhaber anstelle der für kraftlos erklärten verlangen.	Schuldverschreibung	Verbindlichkeit,Verpflichtung
Ist eine Verbindlichkeit fällig, so wird der Schuldner durch Mahnung des Gläubigers in Verzug gesetzt.	Verbindlichkeit	Schuldverschreibung
Ist eine widerrechtlich entzogene Sache wie auch immer untergegangen oder abhandengekommen, befreit ihr Verlust denjenigen, der sie entzogen hat, nicht von der Verpflichtung, ihren Wert zu erstatten.	widerrechtlich	unerlaubte Handlung,unerlaubtes Verhalten
Ist für den Anfang einer Frist ein Ereignis oder ein in den Lauf eines Tages fallender Zeitpunkt maßgebend, so wird bei der Berechnung der Frist der Tag nicht mitgerechnet, in welchen das Ereignis oder der Zeitpunkt fällt.	Ereignis	Erfolg
Ist von der einen Seite teilweise geleistet worden, so kann die Gegenleistung insoweit nicht verweigert werden, als die Verweigerung nach den Umständen, insbesondere wegen verhältnismäßiger Geringfügigkeit des rückständigen Teils, gegen Treu und Glauben verstoßen würde.	Verweigerung	Abfall
Ist zwischen dem Zahlungsdienstnutzer und seinem Zahlungsdienstleister ein bestimmter Termin für die Ausführung eines Zahlungsauftrags  vereinbart worden, kann der Zahlungsdienstnutzer den Zahlungsauftrag bis zum Ende des Geschäftstags vor dem vereinbarten Tag widerrufen.	Termin	Grenzzeichen,Verfahrensfrist,prozessuale Frist
Ist über Bedeutung und Wirkung einer gesetzlich vorgeschriebenen Form nicht etwas anderes bestimmt, so hängt von deren Beobachtung die Gültigkeit des Vertrages ab.	gesetzlich	rechtsgültig
Je nach der Art der Strahlungsquelle und den Ausbreitungsbedingungen der optischen Strahlung sind die einzelnen Spektralbereiche (UV, VIS, IR) zu beachten.	VIS	GVP,Gesundheitsverträglichkeitsprüfung
Jede Abmachung, die das Austrittsrecht ausschließt oder seine Ausübung erschwert, ist nichtig.	Austrittsrecht	Rücktrittsrecht
Jede Funkanlage muss gegebenenfalls mit der Identifikationsnummer der Konformitätsbewertungsstelle gekennzeichnet sein.	Identifikationsnummer	Benutzerkennung
Jede Packung und jede Außenverpackung von Rauchtabakerzeugnissen hat die folgende Informationsbotschaft zu tragen: „Tabakrauch enthält über 70 Stoffe, die erwiesenermaßen krebserregend sind.“	krebserregend	krebserzeugender Arbeitsstoff
Jede Person gilt bis zu ihrer rechtskräftigen Verurteilung als unschuldig.	unschuldig	Nichtschuldiger
Jede Werbung über die Bereitschaft zur Kreditgewährung hat - sofern sie Zahlenangaben über den Zinssatz oder die Kreditkosten enthält - den effektiven bzw. den fiktiven Jahreszinssatz, allenfalls an Hand repräsentativer Beispiele, anzugeben.	Werbung	Publizität
Jede rechtsgeschäftliche Zuwendung, das Verpflichtungsgeschäft wie die Verfügung, bedarf eines Rechtsgrundes, der sie rechtfertigt und beständig macht.	Rechtsgrund	Rechtsstreit,Streitsache,Ursache
Jedem Gesellschafter dürfen für seinen Kapitalanteil Zinse gemäss Vertrag gutgeschrieben werden, auch wenn durch den Verlust des Geschäftsjahres der Kapitalanteil vermindert ist.	Kapitalanteil	Anteil
Jedem Teilhaber gebührt ein seinem Anteil entsprechender Bruchteil der Früchte.	Teilhaber	Teilnehmer
Jeder Ehegatte einer von Tisch und Bett geschiedenen Ehe kann den Antrag stellen, daß die Scheidung der Ehe  ausgesprochen werde.	Ehe	Eheschließung,Heirat,Trauung
Jeder Ehegatte kann ohne Mitwirkung des anderen Ehegatten  auf seinen Pflichtteil oder auf den Ausgleich eines Zugewinns verzichten .	Pflichtteil	Rücklage,Vorbehalt
Jeder Grundeigentümer ist verpflichtet, auf das Begehren seines Nachbarn zur Feststellung einer ungewissen Grenze mitzuwirken, sei es bei Berichtigung der Grundbuchpläne oder bei Anbringung von Grenzzeichen.	Grenzzeichen	Befristung,Frist,Termin,prozessuale Frist
Jeder Interpret muß sich  darum bemühen, jene Wertentscheidungen zu ermitteln, die der Gesetzgeber getroffen hat und die in den Merkmalen der gesetzlichen Regelung ihren Niederschlag findet.	Interpret	Dolmetscher
Jeder Person, die bei dem Vollstreckungsverfahren beteiligt ist, muss auf Begehren Einsicht der Akten des Gerichtsvollziehers gestattet und Abschrift einzelner Aktenstücke erteilt werden.	Aktenstück	Prozesshandlung,Verfahrenshandlung
Jedermann hat in der Ausübung seiner Rechte und in der Erfüllung seiner Pflichten nach Treu und Glauben zu handeln.	Treu und Glauben	guter Glaube
Jedes Mitglied ist verpflichtet in der statutarisch vorgesehenen Weise zur Erreichung des Vereinszwecks mitzuwirken .	Mitglied	stiller Gesellschafter
Jedes Rechtsgeschäft hat wesentliche Bestandteile, die notwendigerweise vorhanden sein müssen, damit die gewollten rechtswirkungen eintreten.	wesentliche Bestandteile	essentialia negotii,wesentliche Punkte
Jedes Wahlamt setzt sich aus einem Vorsitzenden und zwei Stimmenzählern zusammen, von denen einer Sekretär ist.	Wahlamt	Wahllokal,Wahlraum,Wahlsitz
Kein Wähler darf bewaffnet oder mit Gegenständen, die Verletzungen verursachen können, in das Wahllokal eintreten.	Wahllokal	Wahlamt
Keine Sachen, sondern Gemeingut (res communes omnium) sind rechtlich die freie Luft, das fließende Wasser, das Grundwasser und das offene Meer.	Gemeingut	gemeinschaftliche Sache,gemeinschaftlicher Gegenstand
Keine Satzungen sind die Geschäftsordnungen der Parlamente und sonstige Beschlussorgane, da sie nicht von einer juristischen Person stammen und zudem nur organintern wirken .	Geschäftsordnung	Rechtsverordnung,Verordnung
Keine Servitut läßt sich eigenmächtig von der dienstbaren Sache absondern, noch auf eine andere Sache oder Person übertragen.	Servitut	Grunddienstbarkeit,Prädialservitut,Realservitut
Kinder bzw Unmündigen generell die Aussagefähigkeit und Aussageehrlichkeit abzusprechen ist mit dem Grundsatz der freien richterlichen Beweiswürdigung nicht zu vereinbaren.	Grundsatz der freien richterlichen Beweiswürdigung	Grundsatz der freien Beweiswürdigung,Prinzip der freien Beweiswürdigung
Klassifizierte Informationen sind zu qualifizieren als  GEHEIM (G), wenn die Informationen vertraulich sind und ihre Preisgabe zudem die Gefahr einer erheblichen Schädigung der in Art. 20 Abs. 3 B-VG genannten Interessen schaffen würde, .	geheim	Geheimhaltung,Geheimnis
Klauseln, die Zufallsvermutungen für Ereignisse festsetzen, die in Ansehung der Mittel und Bedingungen der Beförderung gewöhnlich vom Zufall abhängen, sind gültig.	Ereignis	Erfolg
Komitees  sin von sog Initatoren  errichtete Personenverbände, die zur Förderung und Erreichung wohltätiger und gemeinnütziger Zwecke Spenden sammeln.	Spende	Abgeltung
Konservierung und Restaurierung setzt sich mit dem Begreifen, Dokumentieren, Erhalten und Wiederherstellen des materiellen Anteils von Kunst und Kulturgütern auseinander.	Konservierung	Denkmalpflege,Denkmalschutz
"Konsumtion wird nach wohl herrschender Terminologie angenommen, wenn zwar nicht wie bei der Spezialität der eine Tatbestand den anderen notwendigerweise umfasst, wohl aber ""wertmässig"" oder regelmässig ."	Konsumtion	Fusion in der Form von Absorption,Fusion in der Form von Annexion
Kraftfahrzeuge und Anhänger dürfen die im Fahrzeugschein angegebene Gesamtmasse nicht überschreiten.	Fahrzeugschein	Sparbuch
Kraftfahrzeuge werden unter Berücksichtigung ihrer Schadstoffemissionen den Schadstoffgruppen 1 bis 4 zugeordnet.	Schadstoffemissionen	Ausgabe,Begebung,Emission
Kriterien für die Durchführung der Prüfung Deutsch als Zweitsprache im Rahmen der staatlichen Abschlussprüfung am Ende der Unterstufe	staatliche Abschlussprüfung	Staatsprüfung,Staatsprüfung zur Erlangung der Berufsbefähigung
Kündigt der Abschlußprüfer den Prüfungsauftrag nach Absatz 6, so haben die gesetzlichen Vertreter die Kündigung dem Aufsichtsrat, der nächsten Hauptversammlung oder bei Gesellschaften mit beschränkter Haftung den Gesellschaftern mitzuteilen.	Hauptversammlung	Mitgliederversammlung,Versammlumg der Mitglieder
Lagereinrichtungen  und Filteranlagen sind so zu entleeren, daß Emissionen  soweit wie möglich vermieden werden .	Emissionen	Ausgabe,Begebung,Emission
Laser-Schutzbrillen dienen dem Schutz der Augen gegen Laserstrahlung für die jeweils betreffende(n) Wellenlänge(n) im ultravioletten, sichtbaren und/oder infraroten Spektralbereich.	Schutz der Augen	Augenschutz,Augenschutzgerät
Leistet der Schuldner auf eine Mahnung des Gläubigers nicht, die nach dem Eintritte der Fälligkeit erfolgt, so kommt er  in Verzug.	Fälligkeit	Zumutbarkeit
Leistet die übernehmende Gesellschaft bare Zuzahlungen, so dürfen diese den zehnten Teil des Gesamtnennbetrags der gewährten Aktien der übernehmenden Gesellschaft nicht übersteigen.	übernehmende Gesellschaft	neue Gesellschaft
Leitern müssen sicher begehbar sein. Sie müssen gegen übermäßiges Durchbiegen, starkes Schwanken und Verwinden gesichert und ausreichend tragfähig sein.	Leiter	Treppe,Treppenhaus,Treppenraum
Lichtzeichen werden eingeteilt in: a) Gefahren- und Vorschriftslichtzeichen, b) Hinweislichtzeichen, b-bis) Leuchttafeln zur Anzeige der Geschwindigkeit vorbeifahrender Fahrzeuge in Echtzeit, c) normale Verkehrsampeln, d) Fahrstreifenampeln, .	Lichtzeichen	Leuchtzeichen
Liegenschaftseigentümer (Bauberechtigte) oder deren Bestand- oder Nutzungsnehmer sind verpflichtet, den Zutritt zu gestatten und Auskünfte zu erteilen .	Zutritt	Zugang,Zugangsöffnung,Zutrittsrecht
Liegt außer dem genannten noch ein anderer Haftgrund vor, so kann die Haft auch noch nach Ablauf der zweimonatigen Frist andauern, jedoch nur, wenn auch nach diesen Fristen der andere Haftgrund noch fortbesteht .	Ablauf	Verwirkung
List (Arglist)  ist bewußte Täuschung (zivilrechtlicher Betrug) .	Arglist	Vorsatz
Lässt sich eine Gefahrenstelle nicht unverzüglich oder restlos beseitigen, so ist sie zu kennzeichnen. Dies kann geschehen durch ein Verbots-, Warn- oder Gebotszeichen, durch Farbe oder ein anderes Element, welches die Gefahr rasch und eindeutig erkennen lässt .	Gebotszeichen	Vorschriftssignal
Man unterscheidet zwischen der laufenden Registratur, in der die aktuellen Geschäftsvorgänge (die laufenden Akten) bereitgestellt werden, und der Altregistratur, in die abgeschlossene Vorgänge (geschlossenen Akten) eingeordnet werden.	Altregistratur	Zwischenarchiv
Man unterscheidet zwischen der laufenden Registratur, in der die aktuellen Geschäftsvorgänge (die laufenden Akten) bereitgestellt werden, und der Altregistratur, in die abgeschlossene Vorgänge (geschlossenen Akten) eingeordnet werden.	laufende Registratur	laufendes Archiv
Mangelhafte Handwerkzeuge, falsche Anwendung, Sorglosigkeit im Umgang und mangelnde Übung verursachen jährlich allein im gewerblichen Bereich fast 95 000 meldepflichtige Arbeitsunfälle.	Handwerkzeug	handgehaltenes Werkzeug
Maschinen sind immer dann mit Schutzeinrichtungen auszustatten, wenn von ihnen Gefahren ausgehen, die durch ihre Konstruktion nicht ausreichend minimiert oder beseitigt werden können. Dabei lässt sich grob zwischen trennenden und nicht trennenden Schutzeinrichtungen unterscheiden.	nicht trennende Schutzeinrichtung	Sicherheitseinrichtung,Sicherheitsvorrichtung
Massnahmen zum Schutze der Arbeitnehmenden, die nebst Schutzwänden und räumlichen Abtrennungen auch Einhausungen, Isolationen und anderes mehr umfassen können, sind u. a. vorzusehen: wenn Arbeitsplätze durch Strahlung (Schweissen), Blitze oder Licht beeinträchtigt werden .	Strahlung	Annulierung
Maßnahmen des Arbeitsschutzes sind mit dem Ziel zu planen, Technik, Arbeitsorganisation, sonstige Arbeitsbedingungen, soziale Beziehungen und Einfluß der Umwelt auf den Arbeitsplatz sachgerecht zu verknüpfen.	Arbeitsorganisation	Arbeitsablauf
Maßnahmen der Bildung sind Ausgaben für die Berufsausbildung und die berufliche Weiterbildung sowie die damit in unmittelbarem Zusammenhang stehenden Nebenkosten.	berufliche Weiterbildung	Aktualisierung
Mehrere Grundstücke können dadurch zu einem Grundstück vereinigt werden, dass der Eigentümer sie als ein Grundstück in das Grundbuch eintragen lässt.	Grundstück	Fonds
Mehrere PAK Polyzyklische aromatische Kohlenwasserstoffe wurden von der Organisation IARC (1987) als möglicherweise krebserregend eingestuft, während Benzo(a)pyren als nachweislich kanzerogen klassifiziert ist.	kanzerogen	Karzinogen,karzinogener Arbeitsstoff
Minderjährige und Personen, die aus einem anderen Grund als dem ihrer Minderjährigkeit alle oder einzelne ihrer Angelegenheiten selbst gehörig zu besorgen nicht vermögen, stehen unter dem besonderen Schutz der Gesetze.	Schutz	Schutzeinrichtung,Schutzvorrichtung
Mit Absonderung der Früchte erlischt  das Pfandrecht an diesen mangels einer abweichenden Vereinbarung.	Absonderung der Früchte	Trennung
Mit dem Erblasser näher verwandte Nachkommen (z.B. Sohn) schliessen deren eigene Nachkommen (z.B. Enkel) von der Erbfolge aus.	Enkel	Nichte
Mit dem Programm E-Government Schweiz setzen Bund, Kantone und Gemeinden die entsprechende Strategie zur Verbesserung der Effizienz und Effektivität der Verwaltung und ihrer Beziehungen zu Bürgerinnen, Bürgern sowie Unternehmen um.	Effektivität	Rechtswirksamkeit,Wirksamkeit
Mit dem in Art. 342 bis vorgesehenen Dekret ordnet das Gericht dem Ehegatten oder der im selben Haushalt lebenden Person  an, dieses Verhalten aufzugeben .	im selben Haushalt lebende Person	Lebensgefährte,in eheähnlicher Beziehung lebende Person,in eheähnlicher Gemeinschaft lebende Person
Mit der Eheschließung erwerben Ehemann und Ehefrau die gleichen Rechte und übernehmen die gleichen Pflichten.	Eheschließung	Ehe
Mit der Verleihung der Satzungskompetenz wird der Selbstverwaltungskörperschaft oder der sonstigen juristischen Person ein Bereich eigener Rechtsetzungskompetenz übertragen, der sich durch die demokratische Begründung des satzunggebenden Organs zugleich aus sich selbst heraus legitimiert.	Rechtsetzungskompetenz	Selbstverwaltung
Mit der ordnungsgemäßen Bekanntgabe gegenüber mindestens einer Partei tritt der Bescheid in rechtliche Existenz, d.h. er wird Bestandteil der Rechtsordnung und „gilt“ als Rechtsakt.	Bekanntgabe	Kommunikation,Mitteilung
Mit der Übernahme aller Aktien durch die Gründer ist die Gesellschaft errichtet.	Gründer	Initiator
